Time,OH_dosing,HCO3_dosing
0.0,1.0539799470344159e-11,0.00010986378409727963
6.613959205594375e-07,2.073542295312714e-09,0.00010986589690956958
0.0,1.0539799470344159e-11,0.00010986378409727963
0.0,1.0539799470344159e-11,0.00010986378409727963
0.0,1.0539799470344159e-11,0.00010986378409727963
0.0,1.0539799470344159e-11,0.00010986378409727963
0.0,1.0539799470344159e-11,0.00010986378409727963
0.0,1.0539799470344159e-11,0.00010986378409727963
0.0,1.0539799470344159e-11,0.00010986378409727963
0.0,1.0539799470344159e-11,0.00010986378409727963
0.0,1.0539799470344159e-11,0.00010986378409727963
0.0,1.0539799470344159e-11,0.00010986378409727963
0.0,1.0539799470344159e-11,0.00010986378409727963
0.0,1.0539800255620209e-11,0.00010986379228276948
0.0,1.0539799470344159e-11,0.000109863786079637
0.0,1.0539799470344159e-11,0.00010986378409727963
0.0,1.0539801040896641e-11,0.00010986378409727963
0.0,1.0539799470344159e-11,0.00010986378409727963
0.0,1.0539799470344159e-11,0.00010986378409727963
0.0,1.0539799470344159e-11,0.00010986378409727963
0.0,1.0539799470344159e-11,0.00010986378409727963
0.0,1.0539799470344159e-11,0.00010986378409727963
0.0,1.0539799470344159e-11,0.00010986378409727963
0.0,1.0539799470344159e-11,0.00010986378409727963
0.0,1.0539799470344159e-11,0.00010986378409727963
0.0,1.0539799470344159e-11,0.00010986378409727963
0.0,1.0539799470344159e-11,0.00010986378409727963
0.0,1.0539799470344159e-11,0.00010986378409727963
0.0,1.0539799470344159e-11,0.00010986378409727963
0.0,1.0539799470344159e-11,0.00010986378409727963
0.0,1.0539799470344159e-11,0.00010986378409727963
7.969945411470194e-08,2.357933707885774e-11,0.00010986403870677832
7.969945411470194e-08,2.3398419033538503e-11,0.00010986403786306071
1.5939890822940389e-07,4.8971941000558756e-11,0.00010986429162572048
1.5939890822940389e-07,4.8572028283390405e-11,0.00010986429065629453
9.563934493764233e-07,1.0044455855425214e-08,0.0001098668184160535
9.563934493764233e-07,6.779578616017124e-09,0.00010986673885284927
1.7533879905234425e-06,1.8231396265282097e-07,0.00010986918721250262
1.7533879905234425e-06,1.3489318880491655e-07,0.00010986910180239041
6.741711953224142e-06,5.4116901625714087e-05,0.00010988195752710473
6.741711953224142e-06,9.26219372370562e-05,0.00010988240814788657
5.630050770053595e-06,3.819982269542604e-05,0.00010987938153818417
5.630050770053595e-06,5.976100701702259e-05,0.00010987960919600137
9.506713549583747e-06,0.00010657152652980437,0.00010988835972079452
9.506713549583747e-06,0.00011612012340338986,0.00010988867246815609
1.3383376329113898e-05,0.00012120908178722943,0.00010989626420291259
1.3383376329113898e-05,0.00012287280863007653,0.0001098965692488344
1.8963437168412298e-05,0.00012467737842259611,0.00010990644339160428
1.8963437168412298e-05,0.00012445875623377114,0.00010990613462536283
2.4543498007710698e-05,0.0001248927126436757,0.00010991444270846561
2.4543498007710698e-05,0.00012481854549064076,0.00010991402919083195
3.0123558847009097e-05,0.0001249481351959303,0.00010992065481566142
3.0123558847009097e-05,0.00012492825041044903,0.00010992037513888535
3.57036196863075e-05,0.00012496900151815366,0.00010992529400122285
3.57036196863075e-05,0.000124965908930227,0.00010992526315114568
4.45404193757044e-05,0.00012498599867757617,0.00010992989879399122
4.45404193757044e-05,0.0001249846629844806,0.00010993059638618616
4.45404193757044e-05,0.00012498541676236755,0.0001099305446427644
5.3377219065101305e-05,0.00012499119907787728,0.00010993267203621622
5.3377219065101305e-05,0.00012499091319442823,0.00010993364843269013
5.3377219065101305e-05,0.00012499119907787728,0.00010993267203621622
5.3377219065101305e-05,0.00012499119907787728,0.00010993267203621622
5.3377219065101305e-05,0.00012499119907787728,0.00010993267203621622
5.3377219065101305e-05,0.00012499119907787728,0.00010993267203621622
5.3377219065101305e-05,0.00012499119907787728,0.00010993267203621622
5.3377219065101305e-05,0.00012499119907787728,0.00010993267203621622
5.3377219065101305e-05,0.00012499119907787728,0.00010993267203621622
5.3377219065101305e-05,0.00012499119907787728,0.00010993267203621622
5.3377219065101305e-05,0.00012499119907787728,0.00010993267203621622
5.3377219065101305e-05,0.00012499119907787728,0.00010993267203621622
5.3377219065101305e-05,0.00012499119907787728,0.00010993267203621622
5.3377219065101305e-05,0.00012499120838907604,0.00010993266384557637
5.3377219065101305e-05,0.00012499119907787728,0.00010993267401075795
5.3377219065101305e-05,0.00012499119907787728,0.00010993267203621622
5.3377219065101305e-05,0.0001249911990792285,0.00010993267203621622
5.3377219065101305e-05,0.00012499119907787728,0.00010993267203621622
5.3377219065101305e-05,0.00012499119907787728,0.00010993267203621622
5.3377219065101305e-05,0.00012499119907787728,0.00010993267203621622
5.3377219065101305e-05,0.00012499119907787728,0.00010993267203621622
5.3377219065101305e-05,0.00012499119907787728,0.00010993267203621622
5.3377219065101305e-05,0.00012499119907787728,0.00010993267203621622
5.3377219065101305e-05,0.00012499119907787728,0.00010993267203621622
5.3377219065101305e-05,0.00012499119907787728,0.00010993267203621622
5.3377219065101305e-05,0.00012499119907787728,0.00010993267203621622
5.3377219065101305e-05,0.00012499119907787728,0.00010993267203621622
5.3377219065101305e-05,0.00012499119907787728,0.00010993267203621622
5.3377219065101305e-05,0.00012499119907787728,0.00010993267203621622
5.3377219065101305e-05,0.00012499119907787728,0.00010993267203621622
5.3377219065101305e-05,0.00012499119907787728,0.00010993267203621622
5.3377219065101305e-05,0.00012499119907787728,0.00010993267203621622
5.3377219065101305e-05,0.00012499119907787728,0.00010993267203621622
5.3377219065101305e-05,0.00012499119907787728,0.00010993267203621622
5.3377219065101305e-05,0.00012499135800445347,0.00010993351962660863
6.221401875449821e-05,0.00012499336514904438,0.00010993426101354813
6.221401875449821e-05,0.00012499370084704088,0.00010993506529848107
7.753693126684413e-05,0.00012499495601077786,0.00010993666008333235
7.753693126684413e-05,0.00012499507624184032,0.0001099358484201445
9.285984377919005e-05,0.0001249955275822109,0.00010993726773267678
9.285984377919005e-05,0.0001249954611827207,0.00010993590639989509
0.00010818275629153596,0.00012499629368669838,0.00010993728784424696
0.00010818275629153596,0.0001249957395363701,0.00010993592474262493
0.0001235056688038819,0.00012499657750066835,0.00010993661210933423
0.0001235056688038819,0.0001249960258797281,0.00010993592275799526
0.0001544231340675169,0.00012499667007247282,0.00010993580210039478
0.0001544231340675169,0.00012499643750678524,0.00010993567951236624
0.0001853405993311519,0.0001249966947106133,0.00010993516875203785
0.0001853405993311519,0.00012499677505565545,0.00010993536092853952
0.00021625806459478692,0.00012499703004289212,0.00010993495032839227
0.00021625806459478692,0.00012499711663009852,0.0001099350478429199
0.00041768697465392,0.00012499932984073287,0.00010993302164013031
0.00041768697465392,0.00012499945740673555,0.00010993315724142551
0.000619115884713053,0.00012500179350816336,0.00010993125483056091
0.000619115884713053,0.00012500179299431707,0.00010993125630440834
0.002633404985304383,0.00012502516566875225,0.00010991232078626726
0.002633404985304383,0.0001250249923020888,0.00010991243096910504
0.004647694085895713,0.00012504818049580407,0.00010989360744528495
0.004647694085895713,0.00012504800370205792,0.00010989375329520451
0.024790585091809016,0.00012527729210574194,0.00010970696363053402
0.024790585091809016,0.00012526340779992704,0.00010971850627347222
0.044933476097722316,0.00012547693094126027,0.00010954334171051072
0.044933476097722316,0.0001254632438372003,0.00010955503929065297
0.12106301620315874,0.0001260789079106776,0.00010904417932217305
0.12106301620315874,0.00012610686454543144,0.00010901517382831737
0.12106301620315874,0.0001261114738742828,0.00010901288857872928
0.19719255630859517,0.00012658369064981852,0.00010860885369339228
0.19719255630859517,0.00012658498839522697,0.00010858080516768126
0.19719255630859517,0.00012658369064981852,0.00010860885369339228
0.19719255630859517,0.00012658369064981852,0.00010860885369339228
0.19719255630859517,0.00012658369064981852,0.00010860885369339228
0.19719255630859517,0.00012658369064981852,0.00010860885369339228
0.19719255630859517,0.00012658369064981852,0.00010860885369339228
0.19719255630859517,0.00012658369064981852,0.00010860885369339228
0.19719255630859517,0.00012658369064981852,0.00010860885369339228
0.19719255630859517,0.00012658369064981852,0.00010860885369339228
0.19719255630859517,0.00012658369064981852,0.00010860885369339228
0.19719255630859517,0.00012658369064981852,0.00010860885369339228
0.19719255630859517,0.00012658369064981852,0.00010860885369339228
0.19719255630859517,0.00012658369994562836,0.00010860884549428704
0.19719255630859517,0.00012658369064981852,0.00010860885175983553
0.19719255630859517,0.00012658369064981852,0.00010860885369339228
0.19719255630859517,0.00012658369063925124,0.00010860885369339228
0.19719255630859517,0.00012658369064981852,0.00010860885369339228
0.19719255630859517,0.00012658369064981852,0.00010860885369339228
0.19719255630859517,0.00012658369064981852,0.00010860885369339228
0.19719255630859517,0.00012658369064981852,0.00010860885369339228
0.19719255630859517,0.00012658369064981852,0.00010860885369339228
0.19719255630859517,0.00012658369064981852,0.00010860885369339228
0.19719255630859517,0.00012658369064981852,0.00010860885369339228
0.19719255630859517,0.00012658369064981852,0.00010860885369339228
0.19719255630859517,0.00012658369064981852,0.00010860885369339228
0.19719255630859517,0.00012658369064981852,0.00010860885369339228
0.19719255630859517,0.00012658369064981852,0.00010860885369339228
0.19719255630859517,0.00012658369064981852,0.00010860885369339228
0.19719255630859517,0.00012658369064981852,0.00010860885369339228
0.19719255630859517,0.00012658369064981852,0.00010860885369339228
0.19719255630859517,0.00012658369064981852,0.00010860885369339228
0.19719255630859517,0.0001265987556582986,0.00010857647580926464
0.2733220964140316,0.00012694916986824914,0.00010824489982067853
0.2733220964140316,0.00012694724377659375,0.00010821783103539044
0.3932017613058245,0.00012716739786417628,0.00010774115600038286
0.3932017613058245,0.00012728249512912029,0.00010776449201786993
0.3932017613058245,0.0001272619352922222,0.00010776702363785186
0.5130814261976174,0.00012702032433976892,0.00010738236684040001
0.5130814261976174,0.00012738160960650984,0.00010740787724134376
0.5130814261976174,0.0001273127630646879,0.0001074125669598759
0.6329610910894103,0.00012699490323386028,0.0001070991969055365
0.6329610910894103,0.0001272085634850272,0.00010712124736068718
0.6329610910894103,0.00012714191273262087,0.00010712395497589053
0.7528407559812033,0.00012667036390588313,0.00010687245505856385
0.7528407559812033,0.00012683186144535414,0.00010688466028763536
0.7528407559812033,0.0001267723106210895,0.00010688624417144525
0.9484918662126327,0.00012608175453712885,0.00010660744018182486
0.9484918662126327,0.0001256710464397294,0.00010658282710227637
0.9484918662126327,0.00012585393157898834,0.00010657744279617503
1.144142976444062,0.00012491699465858172,0.00010637768760736126
1.144142976444062,0.00012433886330470912,0.00010635467720487568
1.144142976444062,0.00012491699465858172,0.00010637768760736126
1.144142976444062,0.00012491699465858172,0.00010637768760736126
1.144142976444062,0.00012491699465858172,0.00010637768760736126
1.144142976444062,0.00012491699465858172,0.00010637768760736126
1.144142976444062,0.00012491699465858172,0.00010637768760736126
1.144142976444062,0.00012491699465858172,0.00010637768760736126
1.144142976444062,0.00012491699465858172,0.00010637768760736126
1.144142976444062,0.00012491699465858172,0.00010637768760736126
1.144142976444062,0.00012491699465858172,0.00010637768760736126
1.144142976444062,0.00012491699465858172,0.00010637768760736126
1.144142976444062,0.00012491699465858172,0.00010637768760736126
1.144142976444062,0.00012491700298637704,0.00010637767940060927
1.144142976444062,0.00012491699465858172,0.00010637768574167487
