Time,CO2aq_FT,HCO3_FT,CO32_FT,H_FT,OH_FT,NH4_FT,NH3_FT,NO2_FT,Fishweight_FT,Fish_Biomass_FT,CO2aq_B1,HCO3_B1,CO32_B1,H_B1,OH_B1,NH4_B1,NH3_B1,NO2_B1,AOB_B1,NOB_B1,CO2aq_DGS,HCO3_DGS,CO32_DGS,H_DGS,OH_DGS,NH4_DGS,NH3_DGS,NO2_DGS
0.0,0.22675736961451246,1.1473528929683658,0.001,2.5118864315095822e-05,0.0003981071705534969,0.0,0.0,0.0,70.0,36750.0,0.22675736961451246,1.1473528929683658,0.001,2.5118864315095822e-05,0.00031622776601683794,0.0,0.0,0.0,960000.0,480000.0,0.22675736961451246,1.1473528929683658,0.001,2.5118864315095822e-05,0.0003981071705534969,0.0,0.0,0.0
7.969945411854231e-08,0.22675736939958616,1.1473507088104302,0.0010021843808399322,2.7150258668561e-05,0.0003979539611627732,2.7389285702788505e-13,2.7887791419142452e-15,2.8048098638480695e-52,70.00000000000178,36750.00000000093,0.2267573693916868,1.1473507090095283,0.001002184199175298,2.72041670493224e-05,0.00031612864675829036,2.3026488863380998e-23,2.3445557159524114e-25,4.340377197441094e-32,959999.9999999114,479999.9999999557,0.22675736936431276,1.1473507088104302,0.0010021843808399307,2.7150258668575257e-05,0.0003979539611533938,2.212415443992032e-33,2.252677851542852e-35,4.1702916608938677e-42
1.5939890823708462e-07,0.22675736918804526,1.147348532718578,0.0010043606922111993,2.9154369034559265e-05,0.00039778154063860733,5.47973062514624e-13,5.390209803467428e-15,1.8391916004118484e-51,70.00000000000355,36750.00000000186,0.2267573691723422,1.1473485333385436,0.0010043601070166453,2.9265464886746725e-05,0.00031601381741793057,7.269007325400073e-23,7.242154599083737e-25,1.8425079143608642e-31,959999.9999998228,479999.9999999114,0.22675736911749847,1.147348532718578,0.0010043606922111943,2.9154369034599055e-05,0.0003977815406198617,9.541972281154225e-33,9.562666472956463e-35,2.2524408920258626e-41
9.563934494225078e-07,0.22675736733899482,1.147327422513192,0.0010254728264273488,4.705588264383234e-05,0.0003945689912015416,3.2972715893703958e-12,2.290804253684619e-14,2.511269498016951e-47,70.00000000002132,36750.00000001119,0.22675736725700638,1.1473274551368091,0.001025440399212823,4.7962489148201604e-05,0.00031362863422900177,2.9222847707875076e-21,2.074128287546565e-23,3.880142639797128e-29,959999.9999989372,479999.9999994686,0.22675736691571405,1.1473274225131924,0.001025472826427071,4.705588264556563e-05,0.00039456899109080717,2.828760351432758e-30,2.0132386157687755e-32,3.733210075765234e-38
1.753387990607931e-06,0.22675736576110853,1.147307000017032,0.0010458969802533118,6.27986084604667e-05,0.0003898859055261514,6.051275397291747e-12,3.572059204875958e-14,1.5146280633237392e-46,70.00000000003908,36750.00000002052,0.22675736562903256,1.1473071040574025,0.001045793281722487,6.469009092079529e-05,0.00031000172559978985,8.454571021834355e-21,5.386116645737485e-23,1.445403564563428e-28,959999.9999980517,479999.99999902584,0.22675736498509377,1.147307000017033,0.0010458969802523783,6.279860846605528e-05,0.0003898859053259632,1.1392202659055642e-29,7.496318204769761e-32,1.8203308335889695e-37
5.630052652900378e-06,0.22675736074043104,1.1472153061452652,0.0011375962607489136,0.00011985221697123097,0.0003552348248141066,1.9462122491096988e-11,8.295711386089283e-14,3.1796968553053575e-44,70.0000000001255,36750.00000006589,0.2267573606272905,1.1472164573921542,0.0011364458006031934,0.00012729237359448856,0.00028194648806214337,7.203326296211119e-20,3.75149725214932e-22,2.9358530512576523e-27,959999.9999937443,479999.99999687215,0.2267573582486816,1.1472153061452817,0.0011375962607322863,0.00011985221703227968,0.0003552348242270452,2.5926732705548586e-28,1.519670426695654e-30,1.1565885456826354e-35
9.506717315192825e-06,0.2267573593548387,1.147134855677917,0.0012180485017346456,0.00015299175771086025,0.0003079203509332263,3.289674658665556e-11,1.0641658290161841e-13,1.8293445098208258e-43,70.00000000021191,36750.000000111264,0.2267573597125951,1.147138317540092,0.0012145874193212002,0.00016609135650731924,0.00024260293798625198,1.992555637234237e-19,8.85835811165539e-22,1.0471819652791905e-26,959999.9999894369,479999.99999471847,0.22675735514735465,1.1471348556779806,0.0012180485016706315,0.00015299175787988718,0.0003079203500424128,1.046334723056602e-27,5.392051147031357e-30,5.464058423032114e-35
1.3383381977485272e-05,0.22675736037354507,1.1470631865733127,0.0012897169756759402,0.0001749757550955029,0.0002582365050425016,4.633901645394806e-11,1.222302283703037e-13,6.267609356275274e-43,70.00000000029833,36750.00000015664,0.22675736161559118,1.1470701844894788,0.0012827194189628654,0.00019259761801412412,0.00020097910327654728,3.912139921162889e-19,1.4898966123163209e-21,2.3882648407974953e-26,959999.9999851296,479999.9999925648,0.22675735445032658,1.1470631865734717,0.0012897169755160549,0.00017497575540772412,0.0002582365039313348,2.7149513146511828e-27,1.2211600458391899e-29,1.565716643883046e-34
1.8963451153609274e-05,0.22675736488474788,1.1469729097635888,0.0013799898327551555,0.00019905712884349256,0.00019204897436161578,6.569162973145451e-11,1.4117553706765847e-13,2.3537702005255042e-42,70.00000000042273,36750.000000221946,0.22675736795939255,1.146986672794684,0.0013662259964620346,0.0002209959634231998,0.00014587721559729863,7.817850326505809e-19,2.4091719322801874e-21,5.412590936074331e-26,959999.9999789295,479999.99998946476,0.22675735649190232,1.146972909763994,0.001379989832349108,0.00019905712939106393,0.00019204897307171663,7.346511133321916e-27,2.734303248461314e-29,4.666520284958004e-34
2.4543520329733278e-05,0.22675737218961123,1.1468962454256852,0.0014566474243641954,0.00022239029055586462,0.00013873129076665984,8.504340207880896e-11,1.609616677029554e-13,6.559482679940284e-42,70.00000000054713,36750.000000287255,0.22675737751100164,1.1469179713691127,0.001434919097031522,0.00024644700576257754,0.00010264470957253803,1.3075553908977365e-18,3.3703158045813944e-21,9.848390483312653e-26,959999.9999727295,479999.99998636474,0.2267573613271388,1.1468962454264813,0.0014566474235661179,0.00022239029134191174,0.00013873128944828054,1.5591968393133453e-26,4.914323599427738e-29,1.0674818425825801e-33
